"CONTRATO";"OBJETO_CONTRATO";"DATA_INICIO";"DATA_TERMINO";"NUMERO_CRONOGRAMA";"DESCRICAO_CRONOGRAMA";"DATA_INICIO_CRONOGRAMA";"NUMERO_DIAS_CRONOGRAMA";"DATA_TERMINO_CRONOGRAMA";"OBSERVACAO_CRONOGRAMA";"VALOR_CONTRATO";"TIPO_CRONOGRAMA"
CT-00774/2011/FUMPOM;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2011-09-26 00:00:00;2012-01-09 00:00:00;1;final;2011-11-29 00:00:00;41;2012-01-09 00:00:00;;105810.91;ANUAL
CT-00044/2011 SDR MFA;EEB PROF. MÁRIO DE OLIVEIRA GOELDNER;2011-09-06 00:00:00;2011-11-05 00:00:00;0;Cronograma inicial;2011-09-06 00:00:00;60;2011-11-05 00:00:00;;131177.61;MENSAL
CT-00027/2011;EEB JOSÉ CESÁRIO BRASIL;2011-09-16 00:00:00;2011-12-15 00:00:00;1;Cronograma Físico Financeiro;2011-09-16 00:00:00;90;2011-12-15 00:00:00;;213372.18;MENSAL
CT-00027/2011;EEB JOSÉ CESÁRIO BRASIL;2011-09-16 00:00:00;2011-12-15 00:00:00;2;Cronograma Fisico Financeiro;2011-11-29 00:00:00;16;2011-12-15 00:00:00;;301377.7;MENSAL
CT-00028/2011;EEB NADIR BECKER;2011-09-16 00:00:00;2011-12-15 00:00:00;1;Cronograma Fisico Financeiro;2011-09-16 00:00:00;90;2011-12-15 00:00:00;;223962.17;MENSAL
DL-08586/2011/FUMPOM;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2011-09-26 00:00:00;2012-04-23 00:00:00;0;cronograma;2011-09-26 00:00:00;210;2012-04-23 00:00:00;;14900;ANUAL
CT-00307/2011/CCT/UDESC;UDESC-FACULDADE DE ENGENHARIA DE JOINVILLE;2011-09-05 00:00:00;2012-03-03 00:00:00;0;cronograma inicial;2011-09-05 00:00:00;180;2012-03-03 00:00:00;;23382.97;MENSAL
AS-00305/2011/SSP;PRÉDIO PÚBLICO;2011-08-01 00:00:00;2011-08-16 00:00:00;0;"1";2011-08-01 00:00:00;15;2011-08-16 00:00:00;;13350;MENSAL
CT-00009/2011 SDR CNI;EEB COLOMBO MACHADO SALLES;2011-09-26 00:00:00;2011-12-10 00:00:00;0;REFORMA;2011-09-26 00:00:00;30;2011-10-26 00:00:00;;65962.75;MENSAL
CT-00009/2011 SDR CNI;EEB COLOMBO MACHADO SALLES;2011-09-26 00:00:00;2011-12-10 00:00:00;1;reforma de cobertura e eletrica;2011-12-07 00:00:00;3;2011-12-10 00:00:00;;79802.74;MENSAL
CT-00009/2011-SDR02;RODOVIAS ESTADUAIS;2011-09-22 00:00:00;2011-11-21 00:00:00;0;CRONOGRAMA INICIAL;2011-09-22 00:00:00;60;2011-11-21 00:00:00;;77949.6;MENSAL
CT-00014/2011/SDR09;EEB ANITA BRASILEIRA;2011-09-30 00:00:00;2011-12-29 00:00:00;0;construção de quadra;2011-09-30 00:00:00;90;2011-12-29 00:00:00;;437779.94;MENSAL
CT-00216/2011/SJC;PRESÍDIO REGIONAL SANTA AUGUSTA - 2ª DEL. POLÍCIA - I.M.L. - COMARCA CRICIÚMA;2011-08-05 00:00:00;2011-09-04 00:00:00;0;TELA A SER SUBSTITUIDA;2011-08-05 00:00:00;30;2011-09-04 00:00:00;;55850;MENSAL
CT-00010/2011 SDR CNI;EEB JOÃO JOSE DE SOUZA CABRAL E CEJA, GERÊNCIA DE SAÚDE, EEB ALMIRANTE BARROSO;2011-09-27 00:00:00;2011-12-11 00:00:00;0;Reforma de escolas;2011-09-27 00:00:00;30;2011-10-27 00:00:00;;65400.14;MENSAL
CT-00010/2011 SDR CNI;EEB JOÃO JOSE DE SOUZA CABRAL E CEJA, GERÊNCIA DE SAÚDE, EEB ALMIRANTE BARROSO;2011-09-27 00:00:00;2011-12-11 00:00:00;1;reforma de escola;2011-12-07 00:00:00;4;2011-12-11 00:00:00;;76671.29;MENSAL
CT-00016/2011SDRJVE;EEB CONSELHEIRO MAFRA E CEI PADRE CARLOS - DESATIVADO O CEI;2011-10-11 00:00:00;2013-05-03 00:00:00;0;Cronograma;2011-10-11 00:00:00;90;2012-01-09 00:00:00;;142688.69;MENSAL
CT-00016/2011SDRJVE;EEB CONSELHEIRO MAFRA E CEI PADRE CARLOS - DESATIVADO O CEI;2011-10-11 00:00:00;2013-05-03 00:00:00;1;cronograma2;2012-03-13 00:00:00;56;2012-05-08 00:00:00;;142688.69;MENSAL
CT-00016/2011SDRJVE;EEB CONSELHEIRO MAFRA E CEI PADRE CARLOS - DESATIVADO O CEI;2011-10-11 00:00:00;2013-05-03 00:00:00;2;cronograma 3;2012-08-06 00:00:00;120;2012-12-04 00:00:00;;142688.69;MENSAL
CT-00016/2011SDRJVE;EEB CONSELHEIRO MAFRA E CEI PADRE CARLOS - DESATIVADO O CEI;2011-10-11 00:00:00;2013-05-03 00:00:00;3;cronograma aditivo;2012-08-14 00:00:00;112;2012-12-04 00:00:00;;160736.51;MENSAL
CT-00459/2011 CBMSC;CENTRO DE ENSINO DO CORPO DE BOMBEIROS MILITAR DE SC;2011-10-05 00:00:00;2012-12-08 00:00:00;0;Cronograma inicial;2011-10-05 00:00:00;120;2012-02-02 00:00:00;;992674.03;MENSAL
CT-00459/2011 CBMSC;CENTRO DE ENSINO DO CORPO DE BOMBEIROS MILITAR DE SC;2011-10-05 00:00:00;2012-12-08 00:00:00;1;Adequação da planilha de serrviços;2011-12-02 00:00:00;62;2012-02-02 00:00:00;;1127824.77;MENSAL
CT-00459/2011 CBMSC;CENTRO DE ENSINO DO CORPO DE BOMBEIROS MILITAR DE SC;2011-10-05 00:00:00;2012-12-08 00:00:00;2;Adequação da planilha de quantitativos;2012-01-04 00:00:00;149;2012-06-01 00:00:00;;1127824.77;MENSAL
CT-00459/2011 CBMSC;CENTRO DE ENSINO DO CORPO DE BOMBEIROS MILITAR DE SC;2011-10-05 00:00:00;2012-12-08 00:00:00;3;Adequação da planilha de serrviços e prazos;2012-03-22 00:00:00;71;2012-06-01 00:00:00;;1236424.43;MENSAL
CT-00459/2011 CBMSC;CENTRO DE ENSINO DO CORPO DE BOMBEIROS MILITAR DE SC;2011-10-05 00:00:00;2012-12-08 00:00:00;4;Adequação da planilha de serviços;2012-05-14 00:00:00;93;2012-08-15 00:00:00;;1236424.43;MENSAL
CT-00459/2011 CBMSC;CENTRO DE ENSINO DO CORPO DE BOMBEIROS MILITAR DE SC;2011-10-05 00:00:00;2012-12-08 00:00:00;5;Adequação da planilha de serviços;2012-08-02 00:00:00;73;2012-10-14 00:00:00;;1236424.43;MENSAL
CT-00459/2011 CBMSC;CENTRO DE ENSINO DO CORPO DE BOMBEIROS MILITAR DE SC;2011-10-05 00:00:00;2012-12-08 00:00:00;6;Adequação da planilha de serviços;2012-10-22 00:00:00;47;2012-12-08 00:00:00;;1236424.43;MENSAL
CT-00017/2011SDRJVE;MANUTENÇÃO BEM PÚBLICO - ADR DE JOINVILLE;2011-09-29 00:00:00;2012-03-13 00:00:00;0;cronograma da obra;2011-09-29 00:00:00;60;2011-11-28 00:00:00;;60807.1;MENSAL
CT-00017/2011SDRJVE;MANUTENÇÃO BEM PÚBLICO - ADR DE JOINVILLE;2011-09-29 00:00:00;2012-03-13 00:00:00;1;Cronograma;2011-11-29 00:00:00;45;2012-01-13 00:00:00;;60807.1;MENSAL
CT-00017/2011SDRJVE;MANUTENÇÃO BEM PÚBLICO - ADR DE JOINVILLE;2011-09-29 00:00:00;2012-03-13 00:00:00;2;Cronograma Aditivo;2012-01-26 00:00:00;47;2012-03-13 00:00:00;;60807.1;MENSAL
DL-07625/2011/FUMPOM;POLÍCIA MILITAR - HOSPITAL DA POLÍCIA MILITAR;2011-09-28 00:00:00;2011-12-27 00:00:00;0;TOTAL;2011-09-28 00:00:00;90;2011-12-27 00:00:00;;1800;ANUAL
CT-00016/2011-SDRBQE;"16ª UNIDADE DE COORDENAÇÃO REGIONAL SDR";2011-09-21 00:00:00;2011-12-20 00:00:00;1;Cronograma;2011-09-21 00:00:00;90;2011-12-20 00:00:00;;999997.24;ANUAL
CT-00020/2011 SDR-CRI;EEF ÂNGELO IZE;2011-09-26 00:00:00;2012-02-23 00:00:00;0;Ampliação sala de aula na EEF. Angelo Izé c/ 91,52;2011-09-26 00:00:00;90;2011-12-25 00:00:00;;78667.02;MENSAL
CT-00020/2011 SDR-CRI;EEF ÂNGELO IZE;2011-09-26 00:00:00;2012-02-23 00:00:00;1;Ampliação de uma sala com 91,52m2;2011-12-23 00:00:00;62;2012-02-23 00:00:00;;78667.02;MENSAL
CC-00016/2011-SDRBQE;EEB. FELICIANO PIRES;2011-09-26 00:00:00;2013-05-18 00:00:00;0;Cronograma;2011-09-26 00:00:00;180;2012-03-24 00:00:00;;2383382.8;ANUAL
CC-00016/2011-SDRBQE;EEB. FELICIANO PIRES;2011-09-26 00:00:00;2013-05-18 00:00:00;1;EEB. FELICIANO PIRES;2012-03-12 00:00:00;12;2012-03-24 00:00:00;;2383382.8;MENSAL
CC-00016/2011-SDRBQE;EEB. FELICIANO PIRES;2011-09-26 00:00:00;2013-05-18 00:00:00;2;serviço reforma;2012-07-21 00:00:00;121;2012-11-19 00:00:00;;2383382.8;MENSAL
CC-00016/2011-SDRBQE;EEB. FELICIANO PIRES;2011-09-26 00:00:00;2013-05-18 00:00:00;3;serviços de reforma;2012-11-08 00:00:00;191;2013-05-18 00:00:00;;2383382.8;MENSAL
TP-00019/2011-SDRBQE;EEB DEP. VALERIO GOMES;2011-09-20 00:00:00;2011-12-19 00:00:00;0;Cronograma;2011-09-20 00:00:00;90;2011-12-19 00:00:00;;339283.08;ANUAL
CT-00013/2011/SDR09;EEB JOSEFINA CALDEIRA DE ANDRADE;2011-09-30 00:00:00;2011-11-29 00:00:00;0;rampa;2011-09-30 00:00:00;60;2011-11-29 00:00:00;;1369.94;MENSAL
DL-08451/2011/FUMPOM;POLÍCIA MILITAR - 2º PELOTÃO AMBIENTAL;2011-09-30 00:00:00;2011-11-29 00:00:00;0;obra;2011-09-30 00:00:00;60;2011-11-29 00:00:00;;13434;ANUAL
CT-00012/2011/SDR09;EEB CECILIA VIVAN;2011-09-30 00:00:00;2011-11-29 00:00:00;0;banheiro;2011-09-30 00:00:00;60;2011-11-29 00:00:00;;5204.6;MENSAL
DL-08761/2011/FUMPOM;QUARTEL DO BATALHÃO ESPECIAL DA POLÍCIA MILITAR DE SC;2011-09-30 00:00:00;2011-11-29 00:00:00;0;total;2011-09-30 00:00:00;60;2011-11-29 00:00:00;;7900;ANUAL
DL-08779/2011/FUMPOM;QUARTEL DO BATALHÃO ESPECIAL DA POLÍCIA MILITAR DE SC;2011-09-30 00:00:00;2011-11-29 00:00:00;0;TOTAL;2011-09-30 00:00:00;60;2011-11-29 00:00:00;;8000;ANUAL
DL-08409/2011/FUMPOM;POLÍCIA MILITAR - 6º BPM E CORPO DE BOMBEIROS;2011-09-30 00:00:00;2011-12-29 00:00:00;0;total;2011-09-30 00:00:00;90;2011-12-29 00:00:00;;0;ANUAL
DL-08821/2011/FUMPOM;POLÍCIA MILITAR DE SANTA CATARINA - QG - DALF - 4º BPM;2011-09-30 00:00:00;2011-11-29 00:00:00;0;total;2011-09-30 00:00:00;60;2011-11-29 00:00:00;;8250;ANUAL
DL-09042/2011/FUMPOM;QUARTEL DO BATALHÃO ESPECIAL DA POLÍCIA MILITAR DE SC;2011-09-30 00:00:00;2011-12-29 00:00:00;0;TOTAL;2011-09-30 00:00:00;90;2011-12-29 00:00:00;;0;ANUAL
DL-08178/2011/FUMPOM;PRÉDIO PÚBLICO;2011-09-30 00:00:00;2011-11-29 00:00:00;0;total;2011-09-30 00:00:00;60;2011-11-29 00:00:00;;12200;ANUAL
DL-08696/2011/FUMPOM;POLICIA MILITAR DE SANTA CATARINA;2011-10-04 00:00:00;2011-12-03 00:00:00;0;total;2011-10-04 00:00:00;60;2011-12-03 00:00:00;;9800;ANUAL
CT-00016/2011 SDR CDA;GIN.DE ESPORTES IVO SILVEIRA;2011-09-30 00:00:00;2011-11-29 00:00:00;0;Cronograma inicial;2011-09-30 00:00:00;60;2011-11-29 00:00:00;;14422.5;MENSAL
CT-00018/2011SDRJVE;ESCOLA ISOLADA PALMITAL;2011-10-17 00:00:00;2012-01-15 00:00:00;0;cronograma da obra;2011-10-17 00:00:00;90;2012-01-15 00:00:00;;64346.86;MENSAL
AS-00122/2011/SJC;DELEGACIA DE POLICIA;2011-08-10 00:00:00;2011-08-25 00:00:00;0;SERVIÇOS;2011-08-10 00:00:00;15;2011-08-25 00:00:00;;7898.81;MENSAL
AS-00115/2011/SJC;PRESÍDIO DO COMPLEXO PENITENCIÁRIO DO VALE DO ITAJAÍ;2011-10-10 00:00:00;2011-10-25 00:00:00;0;Serviços elétrico;2011-10-10 00:00:00;15;2011-10-25 00:00:00;;14875.75;MENSAL
CT-00021/2011 SDR-CRI;EEB LINDOLFO COLLOR;2011-09-26 00:00:00;2012-01-24 00:00:00;0;Reforma da EEB Lindolfo Collor em Criciúma-SC., co;2011-09-26 00:00:00;120;2012-01-24 00:00:00;;145802.86;MENSAL
CT-00005/2011 SDR BNU;EEF JOSÉ VIEIRA CORTE;2011-10-20 00:00:00;2012-10-14 00:00:00;0;Obra de reforma do telhado, forro e elétrica da EE;2011-10-20 00:00:00;120;2012-02-17 00:00:00;;419000;MENSAL
CT-00005/2011 SDR BNU;EEF JOSÉ VIEIRA CORTE;2011-10-20 00:00:00;2012-10-14 00:00:00;1;Aditivo de prazo;2012-02-01 00:00:00;106;2012-05-17 00:00:00;;419000;MENSAL
CT-00005/2011 SDR BNU;EEF JOSÉ VIEIRA CORTE;2011-10-20 00:00:00;2012-10-14 00:00:00;2;Troca de3 serviço;2012-03-19 00:00:00;59;2012-05-17 00:00:00;;419000;MENSAL
CT-00005/2011 SDR BNU;EEF JOSÉ VIEIRA CORTE;2011-10-20 00:00:00;2012-10-14 00:00:00;3;Aditivo de prazo;2012-05-08 00:00:00;69;2012-07-16 00:00:00;;419000;MENSAL
CT-00005/2011 SDR BNU;EEF JOSÉ VIEIRA CORTE;2011-10-20 00:00:00;2012-10-14 00:00:00;4;Aditivo de prazo;2012-08-20 00:00:00;55;2012-10-14 00:00:00;;419000;MENSAL
CT-00005/2011 SDR BNU;EEF JOSÉ VIEIRA CORTE;2011-10-20 00:00:00;2012-10-14 00:00:00;5;Aditivo de valor;2012-09-24 00:00:00;20;2012-10-14 00:00:00;;503110.07;MENSAL
CT-00004/2011 SDR BNU;EEB ARNOLDO AGENOR ZIMMERMANN;2011-10-20 00:00:00;2013-01-12 00:00:00;0;Reforma do telhado, forro, elétrica e banheiros da;2011-10-20 00:00:00;120;2012-02-17 00:00:00;;733500;MENSAL
CT-00004/2011 SDR BNU;EEB ARNOLDO AGENOR ZIMMERMANN;2011-10-20 00:00:00;2013-01-12 00:00:00;1;Reforma do telhado, forro, elétrica e banheiros da;2011-12-06 00:00:00;73;2012-02-17 00:00:00;;733500;MENSAL
CT-00004/2011 SDR BNU;EEB ARNOLDO AGENOR ZIMMERMANN;2011-10-20 00:00:00;2013-01-12 00:00:00;2;Aditivo de prazo;2012-01-31 00:00:00;107;2012-05-17 00:00:00;;733500;MENSAL
CT-00004/2011 SDR BNU;EEB ARNOLDO AGENOR ZIMMERMANN;2011-10-20 00:00:00;2013-01-12 00:00:00;3;Aditivo de prazo;2012-05-14 00:00:00;63;2012-07-16 00:00:00;;733500;MENSAL
CT-00004/2011 SDR BNU;EEB ARNOLDO AGENOR ZIMMERMANN;2011-10-20 00:00:00;2013-01-12 00:00:00;4;Aditivo de prazo;2012-08-20 00:00:00;55;2012-10-14 00:00:00;;733500;MENSAL
CT-00004/2011 SDR BNU;EEB ARNOLDO AGENOR ZIMMERMANN;2011-10-20 00:00:00;2013-01-12 00:00:00;5;Aditivo de serviços.;2012-11-19 00:00:00;36;2012-10-14 00:00:00;;810606.72;MENSAL
CT-00004/2011 SDR BNU;EEB ARNOLDO AGENOR ZIMMERMANN;2011-10-20 00:00:00;2013-01-12 00:00:00;6;Aditivo de prazo;2012-11-19 00:00:00;54;2013-01-12 00:00:00;;810606.72;MENSAL
AS-00123/2011/SJC;PRESÍDIO REGIONAL DE JARAGUÁ DO SUL;2011-10-10 00:00:00;2011-10-25 00:00:00;0;Cronograma;2011-10-10 00:00:00;15;2011-10-25 00:00:00;;12258;MENSAL
CT-00016/2011-SDR30;DELEGACIA DE POLICIA;2011-09-28 00:00:00;2011-10-28 00:00:00;0;Cronograma;2011-09-28 00:00:00;30;2011-10-28 00:00:00;;7956.62;MENSAL
CT-00015/2011/SDR09;EEB PROF JOAO JORGE DE CAMPOS;2011-10-06 00:00:00;2011-12-05 00:00:00;0;muro;2011-10-06 00:00:00;60;2011-12-05 00:00:00;;165715.88;MENSAL
CT-00018/2011-SDR30;DELEGACIA DE POLÍCIA DE SÃO JOSÉ DO CEDRO;2011-10-04 00:00:00;2011-11-03 00:00:00;0;Cronograma do Contrato;2011-10-04 00:00:00;30;2011-11-03 00:00:00;Cronograma Unico do Contrato;7660;MENSAL
CT-00017/2011 - SDR-CRI;EEB PRINCESA ISABEL;2011-09-14 00:00:00;2012-02-11 00:00:00;0;Reforma parcial E.E.B. Princesa Isabel;2011-09-14 00:00:00;150;2012-02-11 00:00:00;;207759.3;MENSAL
CT-00007/2011 SDR BNU;EEB PROF. NILO BORGHESI;2011-10-21 00:00:00;2012-05-18 00:00:00;0;Reforma do telhado, forro, elétrica e muro da EEB.;2011-10-21 00:00:00;120;2012-02-18 00:00:00;;328141;MENSAL
CT-00007/2011 SDR BNU;EEB PROF. NILO BORGHESI;2011-10-21 00:00:00;2012-05-18 00:00:00;1;Reforma do telhado, forro, elétrica e muro da EEB.;2011-12-12 00:00:00;68;2012-02-18 00:00:00;;328141;MENSAL
CT-00007/2011 SDR BNU;EEB PROF. NILO BORGHESI;2011-10-21 00:00:00;2012-05-18 00:00:00;2;Aditivo de prazo;2012-02-01 00:00:00;107;2012-05-18 00:00:00;;328141;MENSAL
CT-00013/2011 CDR;EEB SANTOS ANJOS;2011-06-17 00:00:00;2011-10-15 00:00:00;0;Cronogama do contrato;2011-06-17 00:00:00;120;2011-10-15 00:00:00;;148827.8;MENSAL
CT-00014/2011 CDR;EEB WANDA KRIEGER GOMES;2011-06-21 00:00:00;2011-10-19 00:00:00;1;Cronograma 01;2011-06-21 00:00:00;120;2011-10-19 00:00:00;;149264.29;MENSAL
CV-00110/2011/FUMPOM;DELEGACIA DE POLICIA DE TURVO;2011-11-28 00:00:00;2012-04-30 00:00:00;0;Cronograma 01;2011-11-28 00:00:00;60;2012-01-27 00:00:00;;64793.65;ANUAL
CV-00110/2011/FUMPOM;DELEGACIA DE POLICIA DE TURVO;2011-11-28 00:00:00;2012-04-30 00:00:00;1;cronograma 02;2012-04-09 00:00:00;21;2012-04-30 00:00:00;;79021.38;ANUAL
CT-00033/2011 SDR 03;EEB RAUL POMPEIA;2011-10-06 00:00:00;2012-01-04 00:00:00;0;Cronograa do Contrato;2011-10-06 00:00:00;90;2012-01-04 00:00:00;;64901.9;MENSAL
CT-00032/2011 SDR 03;EEB VOLTA REDONDA  (CESSÃO DE USO COMPARTILHADO LEI 16.1972013);2011-10-06 00:00:00;2012-01-04 00:00:00;0;Cronograma do Contrato;2011-10-06 00:00:00;90;2012-01-04 00:00:00;;34936.99;MENSAL
CT-00036/2011/SDR-ITI;EEF FRANCISCO DE PAULA SEARA;2011-09-29 00:00:00;2012-01-27 00:00:00;0;CRONOGRAMA;2011-09-29 00:00:00;120;2012-01-27 00:00:00;;238074.9;MENSAL
CT-00596/2011 SES;HOSPITAL INFANTIL JOANA DE GUSMÃO  (HIJG);2011-09-01 00:00:00;2011-10-31 00:00:00;0;cronograma incial;2011-09-01 00:00:00;60;2011-10-31 00:00:00;;48628.71;MENSAL
CT-00029/2011;RODOVIAS ESTADUAIS;2011-11-14 00:00:00;2012-02-11 00:00:00;0;Cronograma Fisico Financeiro;2011-11-14 00:00:00;89;2012-02-11 00:00:00;;47880;MENSAL
CT-00044/2011 SDR ITA;EEB SANTA HELENA, EEB SÃO LOURENÇO;2011-10-03 00:00:00;2011-11-02 00:00:00;0;Cronograma;2011-10-03 00:00:00;30;2011-11-02 00:00:00;;34985.26;MENSAL
CT-00046/2011 SDR ITA;EEB SÃO VICENTE;2011-10-24 00:00:00;2011-11-23 00:00:00;0;Cronograma;2011-10-24 00:00:00;30;2011-11-23 00:00:00;;27059.31;MENSAL
CT-00038/2011 SDR ITA;EEB SÃO VICENTE;2011-10-07 00:00:00;2011-11-06 00:00:00;0;Cronograma;2011-10-07 00:00:00;30;2011-11-06 00:00:00;;43125.7;MENSAL
CT-00034/2011-7;EEB SÃO JOSÉ;2011-10-07 00:00:00;2011-11-06 00:00:00;0;Reforma do telhado da EEB São José;2011-10-07 00:00:00;30;2011-11-06 00:00:00;;19688.05;MENSAL
CT-00040/2011 SDR MFA;EEB ODIR ZANELATTO;2011-11-16 00:00:00;2012-03-15 00:00:00;0;Cronograma 1;2011-11-25 00:00:00;120;2012-03-24 00:00:00;;148666.67;MENSAL
CT-00011/2011 SDR CNI;EEB ANTÔNIO GONZAGA,EEB HORÁCIO NUNES;2011-10-17 00:00:00;2012-07-13 00:00:00;0;Reforma geral;2011-10-17 00:00:00;180;2012-04-14 00:00:00;;912922.23;MENSAL
CT-00012/2011 SDR CNI;EEB PROF. BALDUINO CARDOSO;2011-10-17 00:00:00;2012-10-11 00:00:00;0;REFORMA E AMPLIAÇÃO;2011-10-17 00:00:00;180;2012-04-14 00:00:00;;998974.61;MENSAL
CT-00012/2011 SDR CNI;EEB PROF. BALDUINO CARDOSO;2011-10-17 00:00:00;2012-10-11 00:00:00;1;Reforma da EEB Balduino Cardoso;2012-04-13 00:00:00;91;2012-07-13 00:00:00;;998974.61;MENSAL
CT-00012/2011 SDR CNI;EEB PROF. BALDUINO CARDOSO;2011-10-17 00:00:00;2012-10-11 00:00:00;2;Reforma e ampliação;2012-07-13 00:00:00;90;2012-10-11 00:00:00;;998974.61;MENSAL
CT-00034/2011 SDR 03;EEB SANTO AGOSTINHO(PROCESSO DOAÇÃO EM TRAMITAÇÃO);2011-10-06 00:00:00;2012-01-04 00:00:00;1;Cronograma do Contrato;2011-10-06 00:00:00;90;2012-01-04 00:00:00;;81123.19;MENSAL
CT-00783/2011/FUMPOM;POLÍCIA MILITAR DE SANTA CATARINA;2011-10-14 00:00:00;2012-02-11 00:00:00;0;Cronograma;2011-10-14 00:00:00;60;2011-12-13 00:00:00;;149539.62;MENSAL
CT-00783/2011/FUMPOM;POLÍCIA MILITAR DE SANTA CATARINA;2011-10-14 00:00:00;2012-02-11 00:00:00;1;Cronograma 1º aditivo;2011-12-19 00:00:00;54;2012-02-11 00:00:00;;186872.72;MENSAL
CT-00011/2011 SDR MFA;TERRENO;2011-07-05 00:00:00;2011-12-02 00:00:00;0;Cronograma 1;2011-07-05 00:00:00;150;2011-12-02 00:00:00;;148521.03;MENSAL
AS-00506/2011/SSP;PRÉDIO PÚBLICO;2011-11-28 00:00:00;2011-12-13 00:00:00;0;"1";2011-11-28 00:00:00;15;2011-12-13 00:00:00;;12500;ANUAL
CT-00019/2011 - SDR-CRIC;EEF GERVASIO TEIXEIRA FERNANDES;2011-09-26 00:00:00;2012-02-23 00:00:00;0;Reforma parcial da cobertura EEB Gervasio T.Fernan;2011-09-26 00:00:00;150;2012-02-23 00:00:00;;148977.01;MENSAL
CT-00020/2011 SDR TAI;EEB LEOPOLDO JACOBSEN  CEJA;2011-10-11 00:00:00;2013-06-01 00:00:00;0;CRONOGRAMA;2011-10-11 00:00:00;180;2012-04-08 00:00:00;;429506.54;MENSAL
CT-00020/2011 SDR TAI;EEB LEOPOLDO JACOBSEN  CEJA;2011-10-11 00:00:00;2013-06-01 00:00:00;1;DE ACORDO COM 2.º ADITIVO DE ´PRAZO;2012-11-29 00:00:00;184;2013-06-01 00:00:00;;429506.54;MENSAL
CT-00043/2011SR18;E.E.B. ADERBAL RAMOS DA SILVA;2011-10-14 00:00:00;2012-01-12 00:00:00;0;Cronograma 1;2011-10-14 00:00:00;90;2012-01-12 00:00:00;;99549.93;MENSAL
CT-00045/2011SR18;EEB PROF LAURA LIMA;2011-10-14 00:00:00;2012-02-11 00:00:00;0;Cronograma original;2011-10-14 00:00:00;120;2012-02-11 00:00:00;;145461.03;MENSAL
CT-00037/2011/SDR-ITI;EEB XV DE JUNHO;2011-09-29 00:00:00;2012-03-27 00:00:00;0;cronograma;2011-09-29 00:00:00;180;2012-03-27 00:00:00;;429694.25;MENSAL
CT-00018/2011-SDR-CRI;EEF DIMER PIZZETTI;2011-09-19 00:00:00;2012-02-16 00:00:00;0;Reforma parcial cobertura EEB.Dimmer Pizetti ;2011-09-19 00:00:00;150;2012-02-16 00:00:00;;118656.79;MENSAL
CT-00046/2011SR18;EEB EDITH GAMA RAMOS  GINÁSIO DE ESPORTES SAUL OLIVEIRA;2011-10-14 00:00:00;2012-01-12 00:00:00;0;Cronograma 1;2011-10-14 00:00:00;90;2012-01-12 00:00:00;;145279.13;MENSAL
CT-00341/2011/CAV/UDESC;UDESC LAGES;2011-10-31 00:00:00;2012-08-26 00:00:00;0;cronograma do aditivo;2011-10-31 00:00:00;180;2012-04-28 00:00:00;;19380;MENSAL
CT-00341/2011/CAV/UDESC;UDESC LAGES;2011-10-31 00:00:00;2012-08-26 00:00:00;1;CRONOGRAMA DO ADITIVO;2012-03-07 00:00:00;172;2012-08-26 00:00:00;;19380;MENSAL
CT-00016/2011-SDR-CRI;RODOVIAS ESTADUAIS;2011-09-13 00:00:00;2012-01-11 00:00:00;0;Intersecção de acesso (Trevo Alemão) SC-447 Km-51;2011-09-13 00:00:00;120;2012-01-11 00:00:00;;115031.94;MENSAL
TP-00023/2011-SDRBQE;EEB CRUZ E SOUZA;2011-10-10 00:00:00;2011-12-09 00:00:00;1;demolição e construção de cerca e jardinamento;2011-10-10 00:00:00;60;2011-12-09 00:00:00;;228674.24;ANUAL
CT-00025/2011/SDR36;EEB DR. MIGUEL DE PATTA;2011-10-18 00:00:00;2011-11-17 00:00:00;0;Reforma Parcial da E.E.B Miguel De Patta;2011-10-18 00:00:00;30;2011-11-17 00:00:00;;27999.61;MENSAL
CT-00539/2011/SSP;IGP  DEPÓSITO SDR BRUSQUE DEINFRA;2011-10-21 00:00:00;2012-02-18 00:00:00;0;"1";2011-10-21 00:00:00;60;2011-12-20 00:00:00;;44505.37;SEMESTRAL
CT-00539/2011/SSP;IGP  DEPÓSITO SDR BRUSQUE DEINFRA;2011-10-21 00:00:00;2012-02-18 00:00:00;1;"1";2011-12-16 00:00:00;64;2012-02-18 00:00:00;;44505.37;ANUAL
CT-00014/2011SDRCBS;TERRENO OCIOSO (PARA CONSTRUÇÃO DA NOVA EEB SOLON ROSA);2011-09-19 00:00:00;2012-07-15 00:00:00;1;cronograma de execução de serviços;2011-09-19 00:00:00;300;2012-07-15 00:00:00;CRONOGRAMA DE SERVIÇOS;33800;MENSAL
CT-00044/2011SR18;EEB PROF ALEXANDRE SÉRGIO GODINHO;2011-10-20 00:00:00;2012-01-18 00:00:00;0;Cronograma 1;2011-10-20 00:00:00;90;2012-01-18 00:00:00;;33825.68;MENSAL
CC-00003/2011 SDRCCO;EEB TANCREDO DE ALMEIDA NEVES;2011-10-25 00:00:00;2012-01-23 00:00:00;0;Reforma estacionamento EEB Tancredo Neves;2011-10-25 00:00:00;90;2012-01-23 00:00:00;;13163.5;MENSAL
