"CONTRATO";"OBJETO_CONTRATO";"NUMERO_SEQUENCIAL_PARALISACAO";"DATA_PARALISACAO";"TERMO_PARALISACAO";"DATA_REINICIO";"TERMO_REINICIO";"NUMERO_DIAS_PARALISADOS";"JUSTIFICATIVA_PARALISACAO"
CT-00039/2012 SIE;EDIFÍCIO DAS DIRETORIAS;1;2013-05-01 00:00:00;"017/2013";2016-09-15 00:00:00;"25/2016";1233;
CT-00039/2012 SIE;EDIFÍCIO DAS DIRETORIAS;2;2016-09-28 00:00:00;"032/2016";2018-10-01 00:00:00;"021/2018";733;
CT-00041/2012 SIE;EDIFÍCIO DAS DIRETORIAS;1;2013-05-01 00:00:00;"018/2013";2018-10-01 00:00:00;"022/2018";1979;
CT-00026/2012 SIE;EDIFÍCIO DAS DIRETORIAS;1;2013-05-01 00:00:00;"019/2013";2016-07-01 00:00:00;"023/2016";1157;
CT-00027/2012 SIE;EDIFÍCIO DAS DIRETORIAS;1;2013-04-01 00:00:00;"009/2013";2017-11-16 00:00:00;"024/2017";1690;
CT-00045/2012 SIE;EDIFÍCIO DAS DIRETORIAS;1;2013-03-01 00:00:00;"01";2016-06-01 00:00:00;"022/2016";1188;
CT-00045/2012 SIE;EDIFÍCIO DAS DIRETORIAS;2;2016-08-01 00:00:00;"034/2016";2018-11-01 00:00:00;"032/2018/SIE";822;
CT-00044/2012 SIE;EDIFÍCIO DAS DIRETORIAS;1;2013-05-01 00:00:00;"014/2013";2013-07-29 00:00:00;"004/2013";89;
CT-00044/2012 SIE;EDIFÍCIO DAS DIRETORIAS;2;2013-08-01 00:00:00;"023/2013";2015-08-27 00:00:00;"036/2015";756;
CT-00044/2012 SIE;EDIFÍCIO DAS DIRETORIAS;3;2015-09-01 00:00:00;"038/2015";2018-10-01 00:00:00;"026/2018";1126;
CT-00046/2012 SIE;EDIFÍCIO DAS DIRETORIAS;1;2013-05-01 00:00:00;"013/2013";2013-07-29 00:00:00;"005/2013";89;
CT-00046/2012 SIE;EDIFÍCIO DAS DIRETORIAS;2;2013-08-01 00:00:00;"024/2013";2015-08-27 00:00:00;"037/2015";756;
CT-00046/2012 SIE;EDIFÍCIO DAS DIRETORIAS;3;2015-09-01 00:00:00;"039/2015";2018-10-01 00:00:00;"027/2018";1126;
CT-00028/2012 SIE;EDIFÍCIO DAS DIRETORIAS;1;2013-04-01 00:00:00;"01";2018-08-02 00:00:00;"015/2018";1949;
CT-00051/2012 SIE;RODOVIAS ESTADUAIS;1;2014-02-24 00:00:00;"002/2014";2014-04-24 00:00:00;"008/2014";59;
CT-00051/2012 SIE;RODOVIAS ESTADUAIS;2;2014-12-01 00:00:00;"027/2014";2015-01-15 00:00:00;"001/2015";45;
CT-00053/2012 SIE;VIAS MUNICIPAIS, PONTES;1;2013-05-29 00:00:00;"021/2013";2013-06-25 00:00:00;"03/2013";27;
CT-00013/2012-CNV;VIAS MUNICIPAIS;1;2013-06-27 00:00:00;"01";2013-09-02 00:00:00;"001/2013";67;
CT-00013/2012-CNV;VIAS MUNICIPAIS;2;2013-09-19 00:00:00;"002/2013";2013-11-12 00:00:00;"002/2013";53;
CT-00013/2012-CNV;VIAS MUNICIPAIS;3;2014-11-18 00:00:00;"003";2014-12-23 00:00:00;"03";35;
PJ-00039/2011;PBA - SC-100, TR. LAGUNA - B. CAMACHO E AC. FAROL;1;2013-08-01 00:00:00;"010/2013";2013-10-02 00:00:00;"016/2013";62;
PJ-00039/2011;PBA - SC-100, TR. LAGUNA - B. CAMACHO E AC. FAROL;2;2014-01-27 00:00:00;"01/2014";2014-04-16 00:00:00;"017/2014";79;
PJ-00042/2011;SUPERV. SIST. VIÁRIO NORTE ILHA DE SANTA CATARINA;1;2012-06-01 00:00:00;"006/2012";2013-06-25 00:00:00;"009/2013";389;
PJ-00042/2011;SUPERV. SIST. VIÁRIO NORTE ILHA DE SANTA CATARINA;2;2013-07-15 00:00:00;"012/2013";2013-08-12 00:00:00;"011/2013";28;
PJ-00042/2011;SUPERV. SIST. VIÁRIO NORTE ILHA DE SANTA CATARINA;3;2013-12-05 00:00:00;"027/2013";2015-03-16 00:00:00;"009/2015";466;
PJ-00042/2011;SUPERV. SIST. VIÁRIO NORTE ILHA DE SANTA CATARINA;4;2016-01-04 00:00:00;"006/2016";2016-04-15 00:00:00;"004/2016";102;
PJ-00042/2011;SUPERV. SIST. VIÁRIO NORTE ILHA DE SANTA CATARINA;5;2016-07-15 00:00:00;"014/2016";2017-07-14 00:00:00;"006/2017";364;
PJ-00042/2011;SUPERV. SIST. VIÁRIO NORTE ILHA DE SANTA CATARINA;6;2017-11-01 00:00:00;"006/2017";2018-09-05 00:00:00;"5";308;
PJ-00053/2011/ESSE;SUPERVISÃO CONTORNO DE VIDEIRA;1;2012-09-21 00:00:00;"010/2012";2013-01-20 00:00:00;"001/2013";121;
PJ-00097/2011;(EIA/RIMA/PBA) PROJ.ENG.ROD.SC-350 ,TR. ABEL.-PASS;1;2012-09-03 00:00:00;"015/2012";2012-11-21 00:00:00;"013/2012";79;
PJ-00106/2011;SUPERVISÃO SC 452 (HERCILIÓPOLIS) - SALTO VELOSO;1;2013-05-24 00:00:00;"002/2013";2013-07-09 00:00:00;"006/2013";46;
PJ-00106/2011;SUPERVISÃO SC 452 (HERCILIÓPOLIS) - SALTO VELOSO;3;2014-04-25 00:00:00;"003/2014";2014-05-08 00:00:00;"004/2014";13;
PJ-00128/2011;CONTORNO VIÁRIO DE CRICIÚMA, SEG.3;1;2012-03-01 00:00:00;"004/2012";2013-02-15 00:00:00;"005/2013";351;
PJ-00141/2011;REABILITAÇÃO SC-434, TRECHO BR-101 - GAROPABA;1;2012-03-01 00:00:00;"003/2012";2012-07-02 00:00:00;"004/2012";123;
PJ-00053/2011/AZIMUTE;SUPERVISÃO CONTORNO DE VIDEIRA;1;2012-09-21 00:00:00;"010/2012";2013-01-20 00:00:00;"001/2013";121;
PJ-00053/2011/IGUATEMI;SUPERVISÃO CONTORNO DE VIDEIRA;1;2012-09-21 00:00:00;"010/2012";2013-01-20 00:00:00;"001/2013";121;
PJ-00186/2011-ENGEVIX;PROJETO PAVIM. SC-476, TRECHO MATOS COSTA - BR-153;1;2012-08-01 00:00:00;"009/2012";2012-10-25 00:00:00;"010/2012";85;
PJ-00186/2011-MPB;PROJETO PAVIM. SC-476, TRECHO MATOS COSTA - BR-153;1;2012-08-01 00:00:00;"009/2012";2012-10-25 00:00:00;"010/2012";85;
PJ-00184/2011;PROJ. EXEC./REAB. SC-458, T. BR-116-CAMPO B. SUL;1;2011-11-04 00:00:00;"006/2011";2012-01-02 00:00:00;"01/2012";59;
PJ-00184/2011;PROJ. EXEC./REAB. SC-458, T. BR-116-CAMPO B. SUL;2;2012-08-01 00:00:00;"011/2012";2012-09-03 00:00:00;"005/2012";33;
PJ-00185/2011;CORRIMÃO PASSARELA PONTE PEDRO IVO;1;2012-02-14 00:00:00;"002/2012";2012-03-22 00:00:00;"1";37;
PJ-00205/2011;TRATAMENTO URBANO MORRO DA FUMAÇA;1;2011-10-03 00:00:00;"004/2011";2011-10-21 00:00:00;"003/2011";18;
PJ-00212/2011;PROJETO INTERSEÇÕES DIVERSAS;1;2011-10-03 00:00:00;"003/2011";2011-10-21 00:00:00;"004/2011";18;
PJ-00244/2011;REAB. SC-156, TR. SAO LOUR. DO OESTE - FORMOSA;1;2012-10-09 00:00:00;"016/2012";2013-03-20 00:00:00;"006/2013";162;
PJ-00246/2011;REAB. SC-156, TR. FORMOSA - SC-479 (P/UNIÃO OESTE);1;2012-08-01 00:00:00;"013/2012";2012-10-15 00:00:00;"008/2012";75;
PJ-00246/2011;REAB. SC-156, TR. FORMOSA - SC-479 (P/UNIÃO OESTE);2;2012-11-30 00:00:00;"021/2012";2013-01-21 00:00:00;"001/2013";52;
PJ-00248/2011;REAB. SC-156, TR. SC-479 (P/ UNIAO OESTE) - BR-282;1;2012-08-01 00:00:00;"014/2012";2012-11-21 00:00:00;"012/2012";112;
PJ-00248/2011;REAB. SC-156, TR. SC-479 (P/ UNIAO OESTE) - BR-282;2;2012-12-03 00:00:00;"023/2012";2013-02-15 00:00:00;"003/2013";74;
PJ-00264/2011/IGUATEMI;SUPERVISÃO PEDRAS GRANDES - ORLEANS;1;2014-01-01 00:00:00;"006/2013";2014-01-25 00:00:00;"001/2014";24;
PJ-00264/2011/IGUATEMI;SUPERVISÃO PEDRAS GRANDES - ORLEANS;2;2014-11-17 00:00:00;"010/2014";2015-05-15 00:00:00;"003/2015";179;
PJ-00250/2011;PEDRAS GRANDES - ORLEANS;1;2015-06-25 00:00:00;"013/2015";2015-07-20 00:00:00;"0069/2015";25;
PJ-00264/2011/ESSE;SUPERVISÃO PEDRAS GRANDES - ORLEANS;1;2014-01-01 00:00:00;"006/2013";2014-01-25 00:00:00;"001/2014";24;
PJ-00264/2011/ESSE;SUPERVISÃO PEDRAS GRANDES - ORLEANS;2;2014-11-17 00:00:00;"010/2014";2015-05-15 00:00:00;"003/2015";179;
PJ-00348/2011;IMPLAN/PAVIM. SC-442, T. COCAL DO SUL - EST. COCAL;1;2012-08-01 00:00:00;"008/2012";2013-06-24 00:00:00;"010/2013";327;
PJ-00349/2011;IMPL/PAV. SC-447, SC-422, T. TREVISO E R. NEGRINHO;1;2012-04-02 00:00:00;"005/2012";2012-06-28 00:00:00;"003/2012";87;
PJ-00342/2011;RECUPERAÇÃO PONTES SC423;1;2012-04-13 00:00:00;"004/2012";2012-06-14 00:00:00;"003/2012";62;
PJ-00373/2011;SINALIZAÇÃO HORIZONTAL EXTREMO OESTE;1;2012-06-27 00:00:00;"009/2011";2013-09-02 00:00:00;"012/2013";432;
PJ-00377/2011;SINALIZAÇÃO HORIZONTAL E VERTICAL SUL;1;2012-06-27 00:00:00;"011/2012";2012-10-22 00:00:00;"005/2012";117;
PJ-00374/2011;SINALIZAÇÃO OESTE;1;2012-06-27 00:00:00;"010/2012";2012-11-21 00:00:00;"7";147;
PJ-00374/2011;SINALIZAÇÃO OESTE;2;2016-12-05 00:00:00;"017/2016";2017-05-09 00:00:00;"003/2017";155;
PJ-00347/2011;CONSERVAÇÃO MEIO OESTE;1;2014-12-17 00:00:00;"034/2014";2016-02-24 00:00:00;"002/2016";434;
PJ-00400/2011;CORREÇÃO P. CRÍTICO SC-302, T. BR-116 - L. RÉGIS;1;2012-08-01 00:00:00;"010/2012";2012-11-01 00:00:00;"011/2012";92;
PJ-00400/2011;CORREÇÃO P. CRÍTICO SC-302, T. BR-116 - L. RÉGIS;3;2012-11-30 00:00:00;"020/2012";2013-01-21 00:00:00;"003/2013";52;
PJ-00380/2011;SINALIZAÇÃO SUPRE NORTE;1;2012-06-27 00:00:00;"012/2012";2013-05-21 00:00:00;"007/2013";328;
CT-00005/2011/SIE;AEROPORTO REGIONAL DO PLANALTO SERRANO;1;2013-03-28 00:00:00;Primeiro Termo;2016-11-02 00:00:00;"01/2016";1315;
CT-00005/2011/SIE;AEROPORTO REGIONAL DO PLANALTO SERRANO;2;2017-02-01 00:00:00;"01/2017";2017-04-04 00:00:00;"01/2017";62;
CT-00005/2011/SIE;AEROPORTO REGIONAL DO PLANALTO SERRANO;3;2018-03-27 00:00:00;"01/2018";;;1532;
CT-00325/2011 SES;ESCOLA DE FORMAÇÃO EM SAÚDE - SES;1;2011-04-06 00:00:00;"1/2011";2011-04-20 00:00:00;"01/325";14;
CT-00325/2011 SES;ESCOLA DE FORMAÇÃO EM SAÚDE - SES;2;2011-05-03 00:00:00;"02/2011";2011-05-12 00:00:00;"02/2011";9;
CT-00325/2011 SES;ESCOLA DE FORMAÇÃO EM SAÚDE - SES;3;2012-01-12 00:00:00;"3º Termo Paralisação";2012-11-12 00:00:00;"3º Termo de reinício";305;
CT-00325/2011 SES;ESCOLA DE FORMAÇÃO EM SAÚDE - SES;4;2013-02-25 00:00:00;"4º Termo Paralisação";2013-08-20 00:00:00;"4º Termo Reinício";176;
CT-00325/2011 SES;ESCOLA DE FORMAÇÃO EM SAÚDE - SES;5;2014-12-15 00:00:00;"5º Termo Paralisação";2015-01-15 00:00:00;"5º Termo Reinício";31;
CT-00325/2011 SES;ESCOLA DE FORMAÇÃO EM SAÚDE - SES;6;2015-06-01 00:00:00;"6º Termo Paralisação";2015-07-14 00:00:00;"6º Termo Reinício";43;
CT-00007/2011/UDESC/CAMPUSI;UDESC - CAMPUS I;1;2011-05-21 00:00:00;"01";2011-05-28 00:00:00;"01";7;
CT-00047/2011/UDESC/CAMPUSI;UNIVERSIDADE DO ESTADO DE SANTA CATARINA - UDESC;1;2011-06-01 00:00:00;"01";;;4023;
CT-00397/2011 CBMSC;CENTRO DE ENSINO DO CORPO DE BOMBEIROS MILITAR DE SC;1;2012-09-13 00:00:00;"01";2012-11-26 00:00:00;"1";73;
CT-00460/2011 SES;INSTITUTO DE PSIQUIATRIA - HOSPITAL SANTA TEREZA E COMPLEXO PENITENCIÁRIO SÃO PEDRO DE ALCÂNTARA;1;2012-10-23 00:00:00;"1º Termo Paralisação";2014-09-17 00:00:00;"1º Termo Reinício";694;
CT-00047/2011-SED;EEB MANOEL CRUZ;1;2014-02-28 00:00:00;"001";;;1182;
CT-00459/2011 CBMSC;CENTRO DE ENSINO DO CORPO DE BOMBEIROS MILITAR DE SC;1;2012-10-01 00:00:00;"1";2012-11-26 00:00:00;"1";55;
CT-00024/2011-SDR-CRI;AEROPORTO MUNICIPAL DIOMICIO  FREITAS;2;2013-06-20 00:00:00;TP 02/2013;2014-04-15 00:00:00;TR 01/2014;299;
CT-00024/2011-SDR-CRI;AEROPORTO MUNICIPAL DIOMICIO  FREITAS;3;2014-08-28 00:00:00;TP 03 2014;2015-08-03 00:00:00;TI 02 2015;340;
CT-00029/2011/SDR19;EEB MARIA CORREA SAAD;1;2011-12-20 00:00:00;"01";2014-01-20 00:00:00;"01";762;
CT-00286/2011/SJC;CENTRO DE INTEGRAÇÃO PROVISORIO DO MENOR;1;2011-11-25 00:00:00;"01/2011";2012-02-01 00:00:00;"01/2012";68;
CT-00021/2011-SDRJGS;EEB GENERAL RONDON;1;2015-08-07 00:00:00;"01";2015-11-05 00:00:00;"01";90;
CT-00021/2011-SDRJGS;EEB GENERAL RONDON;2;2016-07-26 00:00:00;"02";2016-11-16 00:00:00;"02";113;
CT-00044/2011/SDR19;EEB ENGENHEIRO ÁLVARO CATÃO;1;2012-09-11 00:00:00;"01";;;3555;
CT-00040/2011/SDR19;EEM ENGENHEIRO ANNES GUALBERTO;1;2013-05-05 00:00:00;"01";2013-11-01 00:00:00;"01";179;
CT-00040/2011/SDR19;EEM ENGENHEIRO ANNES GUALBERTO;2;2014-08-11 00:00:00;"002";2014-12-15 00:00:00;"002";126;
CT-00040/2011/SDR19;EEM ENGENHEIRO ANNES GUALBERTO;3;2015-02-13 00:00:00;"003";2016-08-23 00:00:00;"003";557;
CT-00039/2011/SDR19;EEB PROF. JOSE RODRIGUES LOPES;1;2012-09-06 00:00:00;"01";;"01";3560;
CT-00041/2011/SDR19;EEB. HENRIQUE LAGE;1;2012-12-31 00:00:00;"01";2013-08-28 00:00:00;"01";240;
CT-00041/2011/SDR19;EEB. HENRIQUE LAGE;2;2013-10-01 00:00:00;"002";;;3170;
CT-00043/2011/SDR19;CENTRO ADMINISTRATIVO HINDEMBURGO MOREIRA;1;2013-07-20 00:00:00;"01";2013-10-15 00:00:00;"01";87;
CT-00043/2011/SDR19;CENTRO ADMINISTRATIVO HINDEMBURGO MOREIRA;2;2014-08-15 00:00:00;"002";2014-11-15 00:00:00;"002";92;
CT-00043/2011/SDR19;CENTRO ADMINISTRATIVO HINDEMBURGO MOREIRA;3;2015-01-16 00:00:00;"003";2016-04-26 00:00:00;"003";466;
CT-00014/2011 SDRSJQ;EEB PROF DJALMA BENTO;1;2013-04-29 00:00:00;"001";2013-06-25 00:00:00;"001";57;
CT-00007/2011SR18-A;SUPERINTENDÊNCIA REGIONAL DO LITORAL CENTRO;1;2012-04-11 00:00:00;"001/2012";;;3708;
CT-00007/2011SR18-B;SUPERINTENDÊNCIA REGIONAL DO LITORAL CENTRO;1;2012-04-11 00:00:00;"001/2012";;;3708;
CT-00096/2011-SED;CENTRO DE EDUCAÇÃO PROFISSIONALIZANTE (CEDUP) PADRE FRANCISCO ROBL;1;2014-11-22 00:00:00;"001/2014";2015-01-12 00:00:00;"001/2015";51;
CT-00056/2011 APSFS;PORTO DE SÃO FRANCISCO DO SUL - DEP - DEPARTAMENTO ESTADUAL DE CAÇA E PESCA;1;2012-08-24 00:00:00;"01/2012";2012-11-05 00:00:00;"085";72;
CT-00056/2011 APSFS;PORTO DE SÃO FRANCISCO DO SUL - DEP - DEPARTAMENTO ESTADUAL DE CAÇA E PESCA;2;2013-09-09 00:00:00;"02/2013";2015-11-24 00:00:00;"002";806;
CT-00862/2011/FUMPOM;POLICIA MILITAR DE SANTA CATARINA;1;2012-05-23 00:00:00;"01";2012-11-07 00:00:00;"01";167;
CT-00005/2011 SIE B;AEROPORTO REGIONAL DO PLANALTO SERRANO;1;2013-03-28 00:00:00;Primeiro Termo;;;0;
PJ-00006/2010;CONSERVACAO ESTRUTURAL SUPRE LITORAL;1;2012-07-16 00:00:00;"013/2012";2014-05-27 00:00:00;"010/2014";680;
PJ-00011/2010;DRENAGEM BACIASC GRAVATAL - TUBARÃO;1;2013-03-04 00:00:00;"8";2013-07-17 00:00:00;"010/2013";135;
PJ-00011/2010;DRENAGEM BACIASC GRAVATAL - TUBARÃO;3;2013-10-01 00:00:00;"016/2013";2014-02-03 00:00:00;"004/2014";125;
PJ-00071/2010;ROD SC-456, TRECHO ABDON BATISTA - BR-282 (VARGEM);2;2011-04-01 00:00:00;"001/2011";2011-05-02 00:00:00;"001/2011";31;
PJ-00085/2010;COSTA DO ENCANTO - GIBRALTAR AO ESTALEIRO;1;2013-01-02 00:00:00;"001/2013";2013-02-25 00:00:00;"001/2013";54;
PJ-00105/2010/SOTEPA;SUPERVISÃO COSTA DO ENCANTO (TRECHOS 01, 02 E 03);1;2012-05-10 00:00:00;"005/2012";2012-07-30 00:00:00;"004/2012";81;
PJ-00112/2010;BIN. VILA NOVA / DUPLIC. RUA XV DE NOVEMBRO - JVLE;1;2012-10-01 00:00:00;"004/2012";2012-10-24 00:00:00;"009/2012";23;
PJ-00112/2010;BIN. VILA NOVA / DUPLIC. RUA XV DE NOVEMBRO - JVLE;2;2013-12-12 00:00:00;"006/2013";2014-02-26 00:00:00;"002/2014";76;
PJ-00164/2010;SUPERVISÃO TAIÓ - PASSO MANSO;1;2012-02-15 00:00:00;"002/2012";2012-03-05 00:00:00;"002/2012";19;
PJ-00163/2010;EVTEA - TERMINAL PORTUÁRIO TURÍSTICO;1;2010-11-01 00:00:00;"004";;;4235;
PJ-00158/2010;JABORÁ - BR-153;1;2011-03-11 00:00:00;"01/2011";2011-04-25 00:00:00;"1";45;
PJ-00158/2010;JABORÁ - BR-153;2;2011-05-25 00:00:00;"006/2011";;;4030;
PJ-00172/2010;ESTRADA ARAQUARI - RIO DO MORRO (JOINVILLE);1;2015-12-01 00:00:00;"025/2015";2017-01-25 00:00:00;"001/2017";421;
PJ-00207/2010;CONSERVACAO ESTRUTURAL SUL;1;2014-01-15 00:00:00;"006/2014";2014-09-15 00:00:00;"018/2014";243;
PJ-00205/2010;CONSERVACAO ESTRUTURAL OESTE;1;2013-09-27 00:00:00;"015/2013";2013-12-18 00:00:00;"015/2013";82;
PJ-00287/2010;REC. PAVTO. SC 455 CAMPOS NOVOS - TANGARÁ;1;2011-03-18 00:00:00;"02";2018-10-08 00:00:00;"004/2018";2761;
PJ-00101/2010/PROSUL;BALANÇAS;2;2011-04-07 00:00:00;"003/2011";2012-06-06 00:00:00;"02/2012";426;
PJ-00101/2010/PROSUL;BALANÇAS;3;2013-03-04 00:00:00;"010/2013";;;3381;
PJ-00102/2010/TES;BALANÇAS;1;2011-04-07 00:00:00;"4";2012-10-01 00:00:00;"004/2012";543;
PJ-00102/2010/TES;BALANÇAS;2;2013-03-04 00:00:00;"011/2013";;;3381;
PJ-00277/2010;SUPERVISÃO ARAQUARI - RIO DO MORRO (JOINVILLE);1;2014-08-07 00:00:00;"006/2014";2014-11-17 00:00:00;"005/2014";102;
PJ-00329/2010;CONTORNO VIÁRIO DE VIDEIRA (L.2);1;2012-12-10 00:00:00;"007/2012";2012-12-17 00:00:00;"009/2012";7;
PJ-00328/2010;CONTORNO VIÁRIO VIDEIRA (L.1);2;2012-12-10 00:00:00;"006/2012";2013-03-18 00:00:00;"002/2013";98;
PJ-00330/2010;BARRA DO CAMACHO - LAGUNA;1;2014-04-01 00:00:00;"001/2014";2014-04-25 00:00:00;"003/2014";24;
PJ-00330/2010;BARRA DO CAMACHO - LAGUNA;2;2014-11-25 00:00:00;"007/2014";2014-12-16 00:00:00;"010/2014";21;
PJ-00330/2010;BARRA DO CAMACHO - LAGUNA;3;2015-03-02 00:00:00;"006/2015";2015-07-28 00:00:00;"011/2015";148;
PJ-00365/2010;TANGARÁ-MONTE CARLO, TANG.- C.NOVOS E F.ROG-SC-456;1;2012-07-23 00:00:00;"006/2012";2012-10-01 00:00:00;"007/2012";70;
PJ-00370/2010;LUÍS ALVES - SC-108 E TIMBÓ - RIO DOS CEDROS;1;2012-08-01 00:00:00;"007/2012";2012-10-25 00:00:00;"010/2012";85;
PJ-00370/2010;LUÍS ALVES - SC-108 E TIMBÓ - RIO DOS CEDROS;2;2012-11-06 00:00:00;"019/2012";2013-01-21 00:00:00;"002/2013";76;
PJ-00364/2010;BOTUVERÁ - V. RAMOS E BRUSQUE - BR-101;1;2012-10-09 00:00:00;"017/2012";2013-04-08 00:00:00;"008/2013";181;
PJ-00368/2010;SÃO DOMINGOS - DIVISA SC/PR E CHAPECÓ - GOIO EN;1;2011-11-04 00:00:00;"005/2011";2011-12-02 00:00:00;"005/2011";28;
PJ-00368/2010;SÃO DOMINGOS - DIVISA SC/PR E CHAPECÓ - GOIO EN;2;2012-02-01 00:00:00;"001/2012";2012-04-12 00:00:00;"0002";71;
PJ-00369/2010;PAINEL - SÃO JOAQUIM E PASSO DE TORRES - BR-101;1;2012-03-01 00:00:00;"002/2012";2012-09-17 00:00:00;"06/2012";200;
PJ-00361/2010;HERCILIÓPOLIS - SALTO VELOSO;1;2015-08-12 00:00:00;"015/2015";2015-09-22 00:00:00;"017/2015";41;
PJ-00401/2010;CONSERVACAO ESTRTURAL SUPRE NORTE;1;2013-10-22 00:00:00;"21/2013";2013-12-18 00:00:00;"16/2013";57;
PJ-00401/2010;CONSERVACAO ESTRTURAL SUPRE NORTE;2;2014-12-09 00:00:00;"031/2014";2016-02-24 00:00:00;"001/2016";442;
PJ-00429/2010;REPARAÇÃO PONTE RIO PUTANGA SC413;1;2011-05-10 00:00:00;"005/2011";2011-06-27 00:00:00;"03/2011";48;
PJ-00305/2010;VIA LATERAL DA SC401;1;2012-02-14 00:00:00;"001/2012";2012-10-24 00:00:00;"006/2012";253;
PJ-00173/2010;CONSTRUÇÃO DA SEDE DA RESEX - PIRAJUBAÉ / FPOLIS;1;2011-10-11 00:00:00;"001/2011";;;3891;Obra embragada pela prefeitura de Florianópolis.
PJ-00403/2010;REC. SC485 - JACINTO MACHADO - BR-101;1;2012-02-14 00:00:00;"003/2012";;;;
PJ-00402/2010;CONSERVACAO ESTRUTURAL VALE;1;2014-12-17 00:00:00;"033/2014";2015-02-19 00:00:00;"001/2015";64;
PJ-00441/2010;BR280/SC - PRAIA DO ERVINO;1;2012-06-20 00:00:00;"002/2012";2012-07-16 00:00:00;"008/2012";26;
PJ-00441/2010;BR280/SC - PRAIA DO ERVINO;3;2014-05-05 00:00:00;"002/2014";2014-06-23 00:00:00;"004/2014";49;
PJ-00331/2010;ACESSO AO FAROL DE SANTA MARTA;1;2014-12-18 00:00:00;"010/2014";2015-03-10 00:00:00;"003/2015";82;
PJ-00431/2010;SUPERVISÃO ACESSO A PRAIA DO ERVINO;1;2012-06-30 00:00:00;"007/2012";2013-02-01 00:00:00;"003/2013";216;
PJ-00431/2010;SUPERVISÃO ACESSO A PRAIA DO ERVINO;2;2014-01-27 00:00:00;"001/2014";2014-04-01 00:00:00;"003/2014";64;
PJ-00427/2010;SUPERV. B. CAMACHO-LAGUNA/AC. FAROL SANTA MARTA;1;2013-03-01 00:00:00;"001/2013";2013-03-15 00:00:00;"004/2013";14;
PJ-00105/2010/AZIMUTE;SUPERVISÃO COSTA DO ENCANTO (TRECHOS 01, 02 E 03);1;2012-05-10 00:00:00;"005/2012";2012-07-30 00:00:00;"004/2012";81;
PJ-00101/2010/PROJEL;BALANÇAS;1;2011-04-07 00:00:00;"03/2011";2012-06-06 00:00:00;"02/2012";426;
PJ-00101/2010/PROJEL;BALANÇAS;2;2013-03-04 00:00:00;"010/2013";;;3381;
PJ-00102/2010/LENC;BALANÇAS;1;2013-03-04 00:00:00;"011/2013";;;3381;
CT-00013/2010 SDRLGS;HOSPITAL E MATERNIDADE TEREZA RAMOS;1;2011-05-18 00:00:00;"01";2012-01-09 00:00:00;"01";235;
CT-00013/2010 SDRLGS;HOSPITAL E MATERNIDADE TEREZA RAMOS;2;2012-04-01 00:00:00;"02";2013-05-01 00:00:00;"02";395;
CT-00001/2010SIE;RODOVIAS ESTADUAIS;1;2011-01-10 00:00:00;"001/2011";2011-04-18 00:00:00;"001/2011";98;
CT-00027/2010-SDRSGE;DELEGACIA DE POLÍCIA;1;2010-12-31 00:00:00;"1";2011-07-01 00:00:00;"1";182;
CT-00515/2010 SES;LABORATÓRIOO CENTRAL DA SAÚDE PÚBLICA (LACEN);3;2010-10-22 00:00:00;"03/2010";2010-11-30 00:00:00;"515/01/2010";39;
CT-00516/2010 SES;EDIFÍCIO HALLEY;1;2010-09-13 00:00:00;"01/516";2010-10-15 00:00:00;"02/2010";32;
CT-00517/2010 SES;HOSPITAL CELSO RAMOS;1;2010-12-10 00:00:00;"1";2011-09-19 00:00:00;"19092011";283;
CT-00007/2010 SIE;VIAS MUNICIPAIS;1;2013-06-01 00:00:00;"01/2013";2013-11-01 00:00:00;"01/2013";152;
CT-00028/2010 SDRCCO;VIAS MUNICIPAIS;1;2014-11-01 00:00:00;"001/2014";2015-08-01 00:00:00;"001/2015";273;
CT-00028/2010 SDRCCO;VIAS MUNICIPAIS;2;2015-09-01 00:00:00;"004";2016-07-25 00:00:00;"003/2016";328;
CT-00028/2010 SDRCCO;VIAS MUNICIPAIS;3;2016-10-03 00:00:00;"001/2016";2017-07-01 00:00:00;"001/2017";271;
CT-00028/2010 SDRCCO;VIAS MUNICIPAIS;4;2018-04-23 00:00:00;"001/2018";2018-08-30 00:00:00;"001/2018";129;
CT-00598/2010 SES;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);1;2014-06-30 00:00:00;"1º Termo Paralisação";2014-08-04 00:00:00;"1º Termo Reinício";35;
CT-00001/2010 SDRCCO;RODOVIAS ESTADUAIS;1;2014-11-01 00:00:00;"002/2014";2015-07-20 00:00:00;"002";261;
CT-00001/2010 SDRCCO;RODOVIAS ESTADUAIS;2;2016-02-01 00:00:00;"02";;;2317;
CT-00097/2010-SED;CEDUP GUARAMIRIM;1;2012-11-09 00:00:00;"01";2012-12-09 00:00:00;"01";30;
CT-00009/2010 SIE;VIAS MUNICIPAIS;1;2012-08-29 00:00:00;Primera;2013-11-03 00:00:00;"01";430;
CT-00010/2010 SIE;AEROPORTO REGIONAL SUL;1;2013-05-01 00:00:00;"01/2013";2016-11-28 00:00:00;"01/2016";1307;
CT-00010/2010 SIE;AEROPORTO REGIONAL SUL;2;2016-12-07 00:00:00;"01/2016";2017-03-16 00:00:00;"01/2017";99;
